translation;model
"Hij wilde een kind houden
";j2
"een auto draait om en een gedicht snijdt een slokdarm)
";j2
"
";j2
 Ik in Ithaca met gaten in mijn huid;j2
"Jonge vrouw met gouden hoofddoek
";j2
"De dood is slaaf
";j2
 scheurtjes die opduiken in de paden van ademtocht;j2
"de vreemdeling is nog niet gekomen.
";j2
"met een wilde sierlijke hart
";j2
"Ik steeg mijn speer op, nam een stap voorwaarts en bleef staan.
";j2
"dat is stilgevallen
";j2
"die zal opluchten
";j2
 en er is een pad;j2
 een vogeltje in haar tanden gesmoord;j2
"
";j2
 Dat wordt vrije val wanneer;j2
 Maar als ik dat zou kunnen, zou ik beide zand en diepten overwinnen;j2
"en ik ben alleen met een droom
";j2
"
";j2
 met zoeken, co??rdinaten leiden hem naar zijn onzichtbare;j2
"een andere status, maar toch
";j2
"het is niet te doen
";j2
 lijnsnede van elke bloemkelk;j2
"zijn hetzelfde.
";j2
"zwaar op mijn schouder ligt
";j2
 in de stad waar hij woont;j2
"eer, hoewel omgeving nooit past.
";j2
 Liefde werd behoud, de beweging van woorden;j2
 zeezicht, strandvangst, draaimolenhangende meeuwen;j2
 er moet iets in gang zijn gezet;j2
"kan elke dag ongestoord spelen.
";j2
"misschien wil je een spoorwegrijbaan, ja, spuug het uit.
";j2
"van uitgeweven draad en lood
";j2
 terwijl je vader je vasthoudt;j2
"beloften adressen, ik nam een lied mee
";j2
"geen idee
";j2
 hartelijk vasthouden aan mij;j2
"De dood is moeilijk
";j2
"verbondenheid
";j2
 een pad loopt door de woestijn;j2
 hoofd in nek ogen dicht wij schommelen omhoog en omlaag;j2
 nu een tram gaat langzaam over;j2
 Geen wind, maar een man houdt een vrouw vast;j2
"
";j2
 Ik liet licht uitstralen voor korte tijd;j2
 Mijn autoritaire stijl, mijn beschermende heilige teksten;j2
"ontzetting bracht ons dichter bij elkaar
";j2
"tijd was ooit nooit
";j2
"en de kou van de vloer kuste Olga's platte schoenen
";j2
 zijn onder hun lichaam gevouwen, neus naar staart. Kijken;j2
 en in liefde overvloedig;j2
"De dood is een stok
";j2
"??? maar nemen
";j2
 zout haar op het hoofd;j2
"verandert wat ik wil onthouden
";j2
"een eindeloze zomer van pracht kwam.
";j2
"als iemand een naam vraagt, vertellen je ze leugens.
";j2
"Do what your Father says
";j2
"wie statistieken over spreken, die in beeld komen.
";j2
"je borst
";j2
"Er waren oudere mensen.
";j2
"koud weer vermijden
";j2
 Nu is het niet de juiste tijd om te praten;j2
"hebben een van
";j2
"boom uitbundig in brand in raam
";j2
"Wie zoeken en zoeken naar elke gat?
";j2
 en dat maakt hun ruggenwervels buigen;j2
 een kolom op pagina twee van de krant;j2
"
";j2
 Lady Chatterley???s Lover kan, gezien van alle kanten, zeker een persoonlijke ervaring bieden.;j2
"H is voor huiselijk
";j2
 Er is geen wind, het is de zandgrond zelf;j2
 Ik heb hun kleine zwaarte en ik heb ze gehelpt te huilen. Ik heb veel keren geprobeerd de grote rotsen te vermaken;j2
"maar slaat nog enkel naar Frankrijk.
";j2
 Ik ben de laatste geschenk van de levenden aan de doden;j2
"met de krekels van de sterren.
";j2
"Ik kan even naar mijn auto gaan zitten.
";j2
"Dat elke maand wilde feesten worden georganiseerd.
";j2
"verstoren de patroon met de precisie van wanhoop
";j2
"Of op zijn rug.
";j2
"een hele dag
";j2
"in de eeuwig graswachten op de tijd
";j2
"je hamster, handwarm.
";j2
 na een tijdje;j2
"
";j2
 op voorwaarde dat. In een bak zo lang als een galei;j2
"alsof we de deur al een tijdje niet meer hadden dichtgedraaid.
";j2
 Honingkussend jagen, stouthartig hert;j2
 De dagen waarin je dood was waren klein en lang;j2
 Wanneer mijn geliefde slaapt;j2
"Water heeft een blauwe staart
";j2
 naar waar ik zat;j2
"samenwerking. Ik denk, samenwerking.
";j2
"uw liefde juicht dat u stilstaat
";j2
 dat is vreemd in evolutionaire termen, aangezien;j2
"Hij heeft de hand van een bakker.
";j2
 veranderen in wie we zijn;j2
"de polo moet af
";j2
 of slaap nachtmerries op;j2
 voorafgaand anesthesie voor het gevoel van aanraking;j2
"De witte koraal van uw tanden naar de kust, die stilzwijgend
";j2
"Ik heb gehoord dat minder verlangen helpt, maar zou er niet meer verlangen me redden dit tegengaan?
";j2
 En de grens zo uitgesneden als een T;j2
"Honden aan het kraken
";j2
"Mijn huid wordt wit van het
";j2
"dat was het wonder, dat het zich zo wilde verliezen.
";j2
"je geest is leeg, en betekenissen symboliseren
";j2
"
";j2
"Vergeet je papier op een moeizame spoorwegstation.
";j2
"(Waar ik naar wijs, ruikt ze)
";j2
 In de verte liggen de laatste boerderijen;j2
 dat kasteel, panorama, mist, waar was;j2
"Nooit de schaamte naakt genoeg
";j2
 toen ze viel, ging alles snel voorbij.;j2
 zoals ervaren mensen zullen toestaan;j2
"delen niet alleen
";j2
"
";j2
 Door haar aanhangers;j2
 Het toont een Degas paardenrace;j2
 ??? De ketel is gereinigd waar vieze slop ooit sloeg;j2
"Het wordt bij mij begraven.
";j2
"je handen en voeten
";j2
"Wie mij bekijkt ziet zichzelf.
";j2
"sluit zijn lippen
";j2
 thuis, waar hij de deur sloot;j2
"geen wortel noch ei
";j2
"en de wereld is veranderd
";j2
"Bellevue, Beauregard, Vauvenargues.
";j2
 ??? Ik hoopte vergeefs ??? alleen leek erop;j2
"in de lade: kruimels papierclips
";j2
 voor moeder een mandje stro / strozakken die droomde;j2
 we waarderen het licht, we kopen het nooit;j2
"weet dit en kan dit beheersen met haar wil
";j2
 Van mij, oh u, mijn rokerige schaduw;j2
"is een zwarte plant
";j2
"Ik denk dat het een paard is.
";j2
"Liefde en Lief zijn onlosmakelijk verbonden
";j2
 en hier sta ik naakt;j2
"hoe hij zijn Opel reed: erg beheerst
";j2
"en jij, boom, gras en dons,
";j2
"in onze zakken om een vuist te maken.
";j2
"achter. Hij gruwt. Zijn poten stampen uw pad.
";j2
"gaan
";j2
"Van zulke zware en luie dumpjes.
";j2
 regen overal buiten viel;j2
"Doorgaan met onze ellendige leven.
";j2
"te laat en te vroeg
";j2
 ??? de warmte van liefde kent hij;j2
"gewenst toen je klein was.
";j2
 omdat ik niet over liefde praat, zullen jullie grotere bloemen dragen;j2
"niemand durfde het lijk aan te raken voor de eerste paar dagen.
";j2
 met zijn lente-golf van licht;j2
 zit aan tafel hier: zo hele en glanzend, lila;j2
 in dat grijs gras onder dat grijs bloeiende boom;j2
"op mario kart en marx
";j2
 die dag in het Gare du Nord;j2
 Wanneer ik mijn woorden niet meer kan ontsnappen;j2
 Kun je ???together??? redden? Kun je door veel intensief samen te werken als koppel;j2
"Ze zag me met zwarte kersen.
";j2
"gesleept zou het lijken
";j2
 Het zoeken moet met je mee, daar waar;j2
"De oude meester snurkt naast me
";j2
 alleen toen ik jou verliet;j2
"Wie schuwt mijn ondergang.
";j2
"
";j2
 Ik blijf gefeliciteerd dat ik zo sentimenteel ben;j2
 Hij vouwt de schaduwbarre Eden uitgedrukt;j2
"Over lichtrechten
";j2
"Zoals gekapte huizen met licht vensters
";j2
"overal tekenen van overeenkomst
";j2
 hartstochtelijk, dat we kunnen zwijgen;j2
"Vanuit een bergtop
";j2
 met de uitvoering van alle beperkte middelen;j2
"fruit op een tak, alsof bezeten
";j2
"hij schreeuwde omdat hij sliep
";j2
"Onder de as smolten de zaken aan, onbesproken.
";j2
 en om mijn enkels;j2
 Ik zal jouw ogen duidelijker tekenen;j2
"het werkte als een monotone brein.
";j2
"ook al
";j2
"Die ogen en dat kleine kin, die kin spleten!
";j2
 van een lichaam of dat ik soms zo slecht slik dat niemand me wil begrijpen, het is zoals als;j2
"waarom herhaal ik mezelf
";j2
 achter de planten langs de weg, je haar;j2
 we zetten een jas boven op een jas in de tempelschel;j2
 en de derde leugen die we spreken;j2
 negeren de stijfheid;j2
"twee bedden staan tussen een muur
";j2
 Ik laat je over een droge sloot staan;j2
 Ik lees leven na leven;j2
 door laaggelegen weilanden;j2
 Mijn dromen, mijn elfje lievelingjes dansen en zingen;j2
"zachtjes huilen
";j2
"ons te midden van overeenkomsten
";j2
 zijn niet de dingen die ik heb gedaan;j2
"Ik zou zo graag ook dood zijn als levend
";j2
"begon te lekken. Bang, ik wenste
";j2
 was een uitnodiging om te wandelen;j2
"???Over liefde . . . ? Absoluut niet . . . !??ù
";j2
 trouw aan zijn filosofische meetregels;j2
 de bijenkorrel draait zich om in de houten stam;j2
 Als ze maar bestaan uit restanten;j2
"een feest van verlies
";j2
"hij streed de struiken
";j2
 Zijn gebaren waren voor mij;j2
 maak een lichaamstekening;j2
"slapend onder een blauwe mantel in een koude nacht.
";j2
"Waar is de kruising die ik moet passeren?
";j2
"diep dieper diepst
";j2
"je kunt bijna hun vleugels zien slaan.
";j2
 ze gaan op in stof als as in een kachel in de ochtend;j2
 zonder haar beweging te verkleinen;j2
 alles wachten op de man;j2
"In september schuimt haar dochter de graf af hoewel niemand
";j2
 in vele landen huwelijk;j2
"we stromen slaap af op onze weg
";j2
"Moeder van het naaigaren moest eens geboren worden, een zware geschiedenis.
";j2
"???Theo??ù
";j2
"Het aankondigen van de komst van het licht
";j2
"ja, ik heb het al eens gehoord
";j2
"Verwijdert ons van onszelf zodat we
";j2
 Ik zag hoe hij zijn hele afdeling verloor;j2
 (een einde) van het aanbrengen van de muur als een ring;j2
"heropend voor de zoete hoge van het bloedgroep, de thuisrun,
";j2
 Na ons waren we uitgeput ten tijde van vergelijking;j2
"Donker, nacht
";j2
"zelfs de lezer in mijn hoofd
";j2
"ze zijn onsterfelijk en hongerig maar toch
";j2
"stoom en ademt
";j2
"in een nette zeevaardersnoot, aan de handen die gewicht hebben gegeven
";j2
 Ik had geen idee wat er aan de hand was, tegenwoordig iedereen;j2
 honger ontkent een woord dat niets betekent;j2
"Zoals een schouder van een schouderloze
";j2
"Hoe de gat tussen zijn ogen
";j2
"tot de grond, tot stof, tot snel vervaagde herinneringen.
";j2
 en mogelijk nog niet verwijderd is;j2
 schaduwtjes lichtjes om zijn hals;j2
"En ik staan in het gras en leer voor het eerst
";j2
"je wordt verscherpt.
";j2
"hij heeft zijn velgen opgehoogd met een mooie slinger
";j2
"Laat Scriabin ejaculeren
";j2
"
";j2
"er is een echte echtgenoot
";j2
"Hij zat daar uitgestrekt en hij maakte
";j2
"bloemenpollen, roosmelk, wormen
";j2
"Papa, blijf bij ons, maak ons thuis thuis
";j2
"de knokkels van die kleine gebogen rug die bijna naar voren hangt
";j2
 De open deur van de laatste huis met tranen in de ogen;j2
 Laat me niet leugenen over sterven;j2
"Het bloeit alleen in december, wanneer bloemen komen van boven,
";j2
 beide ogen sluiten;j2
"Met een ceremoni?∏le dictator
";j2
 als de kat niet wil komen of gaan;j2
"voor de voedsel
";j2
"en de E 17 was de lucht een witte vliegtuiglijn.
";j2
"en vragen wat er gebeurt
";j2
"Zijn de dakpannen te zien op de daken, 's nachts?
";j2
"De dood is wit
";j2
"Kunt ik het zien vanaf de bergen
";j2
"???Niets zijn de sterren, niets is de maan???
";j2
 onvertaalbaar zijn deze dagen;j2
 Zonder jouw zijn onze inzichten beperkt;j2
"Een rotten roosje. Oh schone, lieve leven.
";j2
"Hoe alles wat ik nog moest zeggen
";j2
"???Als ik niet ga weven, dan zal er kraai te eten zijn.???
";j2
"de ruis
";j2
 als ik weer een onbekende ben;j2
"Nou ga ik echt links... Verdomme, waar ben ik? De vrouw in laatste zonlicht dan?
";j2
"Hoor de kind roepen.
";j2
"niet in een afgebakende ruimte
";j2
"Oh klaver kakkerlak
";j2
"Ik ben de dochter van de elementen
";j2
 nu in een daze mijn prof;j2
"Als je stijgt of gebogen bent
";j2
"plotseling
";j2
"een dak, tegenover verwarring gestabiliseerd
";j2
"een papegaai zonder veren
";j2
 Als ik er niet nog eens zal zijn;j2
". . .
";j2
"de spijt dat je verliefd werd.
";j2
"met hier en daar
";j2
"blauwgezwollen, waarna met schouders
";j2
"verzamelen vliegen, krabben en met grote
";j2
"
";j2
"gaat over samenwonen voor het eerst
";j2
 De man in het pak spreidt zijn armen;j2
"Niet sentimenteel over haar wonden
";j2
"dit huis wordt stil
";j2
"je zei nooit iets, hij zegt het, en je kijkt naar me.
";j2
 in die man, die vrouw, die kind;j2
"overblijfselen van een beschaving. En hoe meer je draait =
";j2
"en de aarde vervaagt en verschrompelt
";j2
 niet voor zijn overlijden maar voor zijn dood;j2
"dus wacht men altijd op iets, om te zien of iemand komt.
";j2
 Het is pas echt een bed als we het opmaken;j2
 hij heeft zijn hoofd op een mand gezet;j2
"in het ijskoude water
";j2
"de gewicht van een tas
";j2
"Uw vorm werd steeds meer zichtbaar.
";j2
 de hemel grijsblauw en veelkleurige wolken: zo is de wereld;j2
 voordat ze waren gemaakt;j2
"Als het koud is, zien we geesten.
";j2
 en als Athena terugkeert;j2
"honingmond sluit haar ogen
";j2
"Als een grote bel gevuld met lucht.
";j2
"En de verleden van vele heilige vrouwen.
";j2
"We hebben de bel geslagen.
";j2
"wachten op te koelen
";j2
"ogen en bid dat ellende
";j2
"Muziek, de splaat van roeien.
";j2
"Ik liet een glimlach zien op alles wat er te zien was.
";j2
"de twijgelaarder de schemering
";j2
"Als ik zeker kon zijn van een letter in elke.
";j2
 Borstels blijven stil in een hete stilte;j2
 's nachts hard worden in enveloppen voor;j2
"En versier onze nis nieuwe.
";j2
 we sliepen omhelsd met elkaar, wolken tijm waarin;j2
"verspreidde zich verder.
";j2
"Het droom dat bijna, nu =
";j2
 mijn moeder nam me mee;j2
 Er is een doos voor dingen die ze wil doorgeven;j2
 toen je hen vooruitriep;j2
 door ontvangst van terugbetaling van dividend;j2
"dan dit, waarvan de grenzen de hart -
";j2
"Haar pony huilt en danst naar de bliksem. Zilveren bladgroen.
";j2
 en 's avonds terug. Op zondag;j2
"
";j2
"geen handsfree ontijging
";j2
"als ik het ervaar ben ik stomverbaasd
";j2
"in de schildering
";j2
"toen ik de eerste regels van het volkslied zong.
";j2
 totdat men de hand loslaat en weer aan de krachten gewend is;j2
"je kan er ruw over zien
";j2
"Ik ben de dwerg van gemiddelde lengte.
";j2
 Ga nu en stoeien naar haar;j2
"weg de vorst, doorbladeren
";j2
"Het is nu vijf eeuwigheidsjaren geleden.
";j2
 Ze stond stil, haar verzonken ogen zagen hem drinken in;j2
"mijn voeten gingen.
";j2
"
";j2
"in uw aankopen koopt u een
";j2
 de mensen stromen op de tram als die uiteindelijk komt;j2
"wetenschappelijke lach ervan af
";j2
 maar ben ik niet veilig op enig moment, mijn geweten is geworden tot iets;j2
"
";j2
"uw bericht had
";j2
"mijn potlood komt van een zieke boom.
";j2
 deze jas past bij mij;j2
 dat ik ooit van je heb gevraagd;j2
"Ik ben duizend (winden) die waaien.
";j2
 Uit de serie ???Materie voor Ontcijfering???;j2
"Ik ben hier. Slapen is de stilte van een klok,
";j2
 Een witgevleugelde windvlaag;j2
"de lucht was grijs.
";j2
"de man die altijd haar chocolade bracht)
";j2
"komt en vernieuwt mijn arme vermoeide liefde.
";j2
 zoeken naar de natte binnenkant;j2
 dat we ooit melk en zuivel zullen geven;j2
"hebben niet tegengewerkt aan het feit dat ik dan,
";j2
"roepen en opstaan
";j2
"maakt rondjes in het zweem van stilte.
";j2
"dat ik voortbracht!
";j2
"Appeasing hunger with ditties, tell him
";j2
 als je de vallen uitzet;j2
 We hebben alles omgekeerd gedaan;j2
"vuur tegen iemand die vasthoudt
";j2
 door de straten in de stad;j2
 Dansen alle dansen de thuis cancan;j2
"
";j2
"In zijn haar hangt een sluimerend uitverkomen.
";j2
"beveiligers worden gladioolkwekers
";j2
"Bewerkte botten, geschilderde scherven
";j2
"de mensen roken de mensen drinken een alcoholische drank
";j2
"een spoor van kauwgom leidde ons naar een emmer met resten van gips.
";j2
"over haar mond
";j2
"En als je wilt, herinneren
";j2
"iets wat je voelt of iets wat je zou
";j2
 Het staat in onze harten, het staat in de sterren;j2
"Neem deze vlees
";j2
 kalm stroomt de lokken uit;j2
"Niet de rechten, de geschiedenis
";j2
"lijden aan mijn greep
";j2
"wie een naam heeft om te dragen, moet zich moeten aanpassen
";j2
"Maan voor de zon
";j2
"bedden. Je drukt de deur open en wacht.
";j2
"bezwijken onder geen enkele druk
";j2
 Het is gebruikelijk om naar achteren te leunen in de avond;j2
"Ik vergeet de raadsels, de droefkeurige namen die ik haar gegeven heb.
";j2
"lucht en insecten verzamelen
";j2
 zwelling en snelle verkleining;j2
 ook hout leek. Ik was zelfs niet bang;j2
"zwijgen
";j2
"binnenplanten boven
";j2
 en tijdelijk teruggedrongen;j2
 In dit slim bedachte vooraf geprogrammeerde zielzitting;j2
 Wat er was gebeurd, was al gebeurd;j2
"en het leven is soms zo wreed
";j2
 Tijd ??? het is vreemd ??? het is ook vreemd mooi;j2
"Je draagt je haar in een fijn haarspeld
";j2
 de woestijnachtige bedoe??nen;j2
"Net zoals we de woorden bezitten
";j2
"doorgaan
";j2
"de duisternis viel op woorden en begon aan een verhaal
";j2
"de schitterende horizon
";j2
 bloemen luiken of kleine porselein;j2
"ze wil in contact blijven
";j2
"
";j2
"Ik weet dat wat zonder richting is, onverdedigd is.
";j2
 er komt nog wat adem, het oneetbare zilver;j2
"De auto rolt uit de garage.
";j2
"De poorten zijn afgebroken.
";j2
 Ik roep uit dat zijn snelheid zeven en een halve knopen per uur is;j2
"je tante is weer gevallen tijdens haar wandeling, maar ze is weer opgeklommen
";j2
"
";j2
 met gesmolten wezens;j2
 totdat de jeuk is verdwenen;j2
"je hand en je drukt haar aan, dan voel je me
";j2
 als we zich slechts kunnen behouden in het nu;j2
 Ze denkt dat ik haar ergens nog kan horen;j2
"Tussen de index en ringvinger zweer ik.
";j2
 toen ik wakker werd en het zag;j2
 Bloed loopt over de vloer door de gang naar beneden;j2
"Ik kreeg een doodvonnis van licht
";j2
 of omarmen de zachtmoedige stem van het scheppingsgeluid;j2
 Gisteravond in een droom;j2
 Leg me neer. Knip uit mijn tijd;j2
"na de nacht ??? ondanks ze zijn uitgestorven
";j2
"als geestelijk bezeten
";j2
"
";j2
"een blauwe licht gegroeide
";j2
 wat iedereen afschrikt;j2
 Ik luister naar mijn lichaam;j2
 zelfs nu boven de kloofen;j2
"vingerafdrukken op scherven
";j2
 daar en daar ook, lieverd;j2
"onverstoorbaar, maar zonder
";j2
"
";j2
 terwijl ze seks heeft zal ze naar gaan;j2
"Dat sommige mensen hun huisdieren gaan lijken
";j2
"Waarom, lichaam, heb ik u nooit geprezen?
";j2
"Door de stem van Natuur
";j2
"dan een vage schatting van wat we graag willen zijn.
";j2
"dat je niet kent en zelfs nu
";j2
 met zoveel fracties van expressie in iemands ogen. Vragen uiteindelijk;j2
 Het is aan de sterren vannacht;j2
"De wachtende ogen zien moe
";j2
 Het eerste huis? Kast in de muur;j2
 stok. Enkele meters verder staan twee hoog bomen;j2
"
";j2
"Waarom zou de hand naar een vaas verlangen
";j2
"of zoete verrukking, een vaas
";j2
"en beweegbaar (de brug)
";j2
"zwaar onze zegende moeder die draad en linnen breit
";j2
"wanneer of hoe snel
";j2
"
";j2
"Rustig ademhalen en opnieuw beginnen.
";j2
 kinderen de kracht om liefde niet in zichzelf te vinden, maar om het in een ander te vinden;j2
 of te dicht bij. Uw onbereikbaarheid;j2
 de auto lijst zijn wielen;j2
"een stokje tegen een wesp
";j2
"
";j2
 Nee, ik bedoel ik zeg het niet. Ik ben alleen. Ik tell hoeveel;j2
 maar moest zijn vuisten zwaaien;j2
"Omdat ik een droom zag, ben ik vandaag hier.
";j2
"Reflecteren buiten om de reflectie te maken
";j2
"R?ˆmi zegt, ???Trek je kleren aan en maak mijn vrouw een compliment.
";j2
"???Aan het werk. Van lava tot spumanti.
";j2
 Dankzij de driehoek gewenst voor zo'n feit;j2
"De amnionzuur bevat plastic. Wetenschappers
";j2
"Het regent zonlicht
";j2
"alleen deze jaar
";j2
 de zaad van de dag werd verspreid;j2
"De echte nieuws van de dag is niet wat je denkt.
";j2
 zij van alle seizoenen maar vooral van winter;j2
"of schrijf elk tongval stil in een notitieboekje.
";j2
"Wie zal hun blauwe overalls wassen?
";j2
"Waar gaat de Hollander?
";j2
"met een stootje waar de paarden uit stoom
";j2
 een klein schaaltje in het zand;j2
 witte kantoorgebouwen;j2
 is levendiger en voller dan die van de windloze;j2
"altijd erg
";j2
 een wand van schurken water. Hier is waar het was;j2
"Het hoofd dat ze verloren hebben.
";j2
"een man zonder schoenen
";j2
"een woedehammer
";j2
"iets onop
";j2
"De reis verteld hoe een man over de berg liep
";j2
"danst de tent zijn hemelse vader hem spant.
";j2
"van vele kleuren
";j2
"Waar is de spion?
";j2
"met de bloedmolen als
";j2
"Ook, aan de ingang
";j2
 Je tong likt je droge lippen;j2
"met een dubbelgeweer, een rookhuis vol hout.
";j2
 het heet verdediging;j2
"we verloren de weg
";j2
"De dood is schijn
";j2
"nog zuiver
";j2
 na aan het leven overgegaan op papier;j2
"zelden en nooit
";j2
 maar mijn angst dat het geen schaapsgezelschap is;j2
 als hij door de straten loopt;j2
 Deze afgelopen dagen leef ik gebogen, voor alles daarvoor;j2
 net zoals je niet moet aanraken;j2
"Vertrekken van verre reis
";j2
"Verenigd door de dood
";j2
 Uit te zien in wonderlijke dromen en visioenen;j2
"
";j2
 Ze worden vaak gelezen en herhaald;j2
"zonder moeite van haar schouders
";j2
"behangen
";j2
 dit gezegd hebben, ook de laatste woord nacht was;j2
 Van die waanzinnigen;j2
"Elke dag werd mijn leven gekrast.
";j2
"en de straat zal bedekt zijn met echtgenotes.
";j2
 en als we draagbaar geweest waren (handvat bovenaan) zoals je kunt dromen;j2
 geraakt worden door de ruwe bast van eiken;j2
 op dit grote sterrenbeeld, dat hen verbrandt.;j2
 ieder haar dat je gezicht omgeeft;j2
 voor een nacht die de dag dien;j2
"
";j2
"Het water schijnt zwartachtig. Daar zie ik
";j2
"Je stort de borden op tafel, borstel de kruimels eruit en vul mijn glas.
";j2
"hou de dode vogels op een afstand
";j2
"ze stegen transparant omhoog om de hemel in te vullen.
";j2
 En kapitein slecht te volgen en een goede gevangene;j2
"voorbij struik en schaap. einde van neutraal kunst.
";j2
"lijken op
";j2
"in de voortdurende beweging van het water.
";j2
"
";j2
"voor jongens, je dacht.
";j2
"Je zal genezen. Dit zal afnemen.
";j2
 dat kwaad, het is energie, dat je niet wist;j2
"jonge lezer
";j2
"Tussen keizerportretten
";j2
 en de pidgin van een nieuwe tijd;j2
 een eend die over het meer glipte en uit het water spuugde;j2
 ??? wanneer de boten van hun zintuigen hun slaan;j2
 Als er wat wijnbessenlikeur rond is, drinken we het;j2
"Vettige tantes kunnen niezen gereedschap
";j2
"ogen twee jaar jong. ???Hij stond bij onze haagbeuken, je begrijpt.???
";j2
"Dus ik huil, ik huil voor ons. Ik ben Lilith.
";j2
 ??? je plotseling hoort water;j2
"iedere plekkie zoek ik op. Onlangs =
";j2
"Je tellt de planken van de vloer
";j2
"geen enkele relatie met je tanden hebben.
";j2
"haar oor in je mond.
";j2
 de angst van hun eigen enorme ijdelheid;j2
 in de lucht hangt dansend onze held;j2
"Er leefde een tafellamp
";j2
"en was je haar
";j2
 Dat hij trots was op zijn verpleegsterdochter die zwanger was geworden;j2
"eerst gaan we je veld aan ons toe
";j2
"licht schijnt al boven de struiken.
";j2
"Zijn hand nog warm van slapen.
";j2
"de bussen waren uit ritme door levendaal
";j2
 Vrouw zingt saaie liedjes en citeert rijke filosofen;j2
 In een goedkoop hotel waar de wanden met je mee bewegen;j2
"is zelfbeheersing
";j2
 die elke dag elke reflectie uit moet strijken. De schrijver in je maakt mensen ziek, alles;j2
"een hand op de portemonnee
";j2
"Laat je niet lopen, laat je niet wimpen
";j2
 Het is iets wat in een ander land gebeurt, in een grote droogte;j2
 Hand in hand, op de grens van de herinnering, op de oceaan;j2
"De dichter is niet zichtbaar.
";j2
 de tafelkleed uittrekken met beide handen;j2
 als een rat in een val, verlangen naar de rioolput;j2
 de treinen reden niet meer;j2
"We make problems for ourselves
";j2
"zijn als verre gezichten voor mij.
";j2
 Kijk hoe winderig het is geweest;j2
"toen ik hem nog zag als de meest perfecte gids.
";j2
 nog een spreukje voor de jongens, een maat voor de meisjes;j2
"traagheid en
";j2
 Voordat een harmonie wordt gevonden;j2
 je handtekening op een halve maan vakantiedagen;j2
"altijd wakker, als een tikkeltje
";j2
"aan het begin van
";j2
"Niets wat woorden uit haar handen wringt.
";j2
"De dood is een einde
";j2
"aan de stoof
";j2
"Hij voedt me zalm aan als het vis is, breekt de
";j2
"ik hou van jou
";j2
"in de lange schaduw
";j2
 Ze was erg verward. Ze krekelde weg;j2
 en zijn alle verschillende auto's;j2
 en op geperste linnen tafelkleden verschijnen;j2
 En grijs als lavendel in november;j2
 na regen en lik nog eens haar voeten;j2
"Wij beiden weten dat ik ben
";j2
"geen vluchteling om haar heen.
";j2
"heilige ziekte van de geschiedenis
";j2
 We lagen bakstenen, mengden mortel;j2
 Welkom in Grout, vagabond;j2
"
";j2
 Nog steeds, ze is meer dan de waterstof in haar nieuwsgierige lichaam;j2
 Wanneer elk moment onbeweeglijk, het beweging werd;j2
"vier mannen in oranje overalls
";j2
"in een soort van stoeien
";j2
"O fataalse wetten van aantrekking. Zou Melvin hebben
";j2
"Vul de bad met
";j2
 ???Ga niet weg,??ù fluisterde ik;j2
 Toen we thuis kwamen na Johns begrafenis;j2
"Ik ken geen heilige berg onbekend.
";j2
 Alleen een briesje zal zweten;j2
"in het centrum van de stad.
";j2
"En dat bruin is ook mooi.
";j2
"???Ja, veel,??? zei de enige
";j2
"Huizen hebben ramen (in kozijnen)
";j2
 In de grimmige noordwandelt een vrouw, zo gefrustreerd;j2
"een fan van zonnige zomerstralen.
";j2
"
";j2
 schadelijk, lelijk;j2
"delen
";j2
 we voeren als we gaan, karren aan onze duimen;j2
"de schimmel op het melk is half een inch dik.
";j2
"voor de wereld te eindigen en hoewel
";j2
 over de fietsdrager van zijn fiets. Elke ochtend;j2
"Het is altijd duurder dan je denkt
";j2
"deze middag?
";j2
"Meer precies. Dieper. Het meest in het uiterste =
";j2
 van een esdoorn is gevallen t;j2
"Onze herinneringen
";j2
"
";j2
"geven mij warmte en Wi-Fi
";j2
"van alle die ononderbroken, onverschillige vasthoudendheid en vriendelijkheid.
";j2
"over scheurende wanden glijdt
";j2
"handen en benen. Is dit uw dochter? Ik hou van haar.
";j2
 we zagen het licht van ver weg waar onze moeders aan de populieren hingen;j2
 Hij lag waar ik zou drijven;j2
"Heeft het vleugels als een vogel?
";j2
"
";j2
"Niet aanraken
";j2
"Ze wordt beschermd in haar kader, te zuinig
";j2
"de meisjes laatste, hun verplichtingen
";j2
"en lig op de grond is voldoende
";j2
"
";j2
"in mijn hart leidt het tot verwarring.
";j2
"
";j2
"Als we niet zo snel ingingen gegaan,
";j2
 langzaam wegglijden in een eindeloze oogopslag;j2
"hartslag
";j2
 zo leerden we onze hypermobiliteit kennen;j2
"er bestond al iets aan het begin.
";j2
"Te lang om te vergeten
";j2
"van het dag. Dan begin we opnieuw vanaf het begin.
";j2
"
";j2
tranen, pijn, pijn en twijfel Sorry, ik zag het niet, was ik het niet, ik wist het niet.;mbart
We liepen door de weiden.;mbart
Honderden levens met een schiet.;mbart
De oorlog is voorbij.;mbart
De bomen landden op hun plaats.;mbart
van lichamen, onze lichamen, en niets.;mbart
Ik ben klaar om nog eens te vertrekken.;mbart
Ze zijn onbegrensbaar en onderscheidend.;mbart
Het ding bevrijdt zichzelf van het draadje.;mbart
Nu mis ik, zoals de winnower het oor, de hiel in mijn achterste &amp.;mbart
We ruilen het moment voor een vadershorloge.;mbart
Hij kromt zich tot wat een hersenkwab is.;mbart
De kalmheid begint in te zakken.;mbart
De zon schiet op en valt.;mbart
De mensen: druk, bleek, doof, achter glas.;mbart
Dat dit eindigt, nu of nooit.;mbart
